Domain,Area,Element,Item,Year,Unit,Value
"SDG Indicators","Equatorial Guinea","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.88843"
"SDG Indicators","Equatorial Guinea","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","2.33222"
"SDG Indicators","Equatorial Guinea","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","2.31548"
"SDG Indicators","Equatorial Guinea","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","2.21893"
"SDG Indicators","Equatorial Guinea","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","2.52587"
"SDG Indicators","Equatorial Guinea","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","2.99485"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","16.4612"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","10.4228"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","11.8299"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","10.6423"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","22.6"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","24.6"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","24.2647"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","16.7766"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","14.5287"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","18.3877"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","16.431"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","16.4825"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","16.9815"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","16.9642"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","17.4925"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","17.9271"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","17.4611"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","17.6269"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","17.6717"
"SDG Indicators","Eritrea","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","3.49148"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","3.55142"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","3.45887"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","3.61995"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","3.2893"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","3.14627"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","3.92616"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","3.39731"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","2.45726"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","3.14554"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","3.64717"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","3.29086"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","3.06821"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","3.1436"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","2.83732"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","2.09592"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","2.37429"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.90199"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","2.49302"
"SDG Indicators","Estonia","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","2.1665"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","12.0995"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","12.5023"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","12.3853"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","9.65943"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","10.9714"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","11.1844"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","10.7541"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","9.99951"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","9.25041"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","10.1563"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","9.72003"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","10.203"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","10.1154"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","9.23565"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","9.32174"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","8.9021"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","8.34299"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","8.57625"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","8.55359"
"SDG Indicators","Eswatini","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","9.10034"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","43.3862"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","39.4006"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","37.9654"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","39.3881"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","41.9295"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","43.3033"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","43.0388"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","46.0112"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","46.722"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","42.2064"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","41.2499"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","44.3309"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","41.2395"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","38.5201"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","36.057"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","34.697"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","33.7793"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","31.2188"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","33.8848"
"SDG Indicators","Ethiopia","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","35.4514"
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","Falkland Islands (Malvinas)","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","Faroe Islands","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","12.4891"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","12.7754"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","12.0001"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","11.8229"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","11.9275"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","12.1221"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","12.3391"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","10.5658"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","9.93461"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","9.12649"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","9.21672"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","9.67591"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","10.1142"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","8.09869"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","7.87218"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","10.664"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","10.5324"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","10.7456"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","10.6472"
"SDG Indicators","Fiji","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","14.8937"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","2.76434"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","2.67231"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","2.53577"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","2.37972"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","2.27826"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","2.00119"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","2.38037"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","2.20524"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","2.25368"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","2.41891"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","2.32123"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","2.3145"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","2.36735"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","2.39829"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","2.25371"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","2.31061"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","2.31971"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","2.3859"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","2.31173"
"SDG Indicators","Finland","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","2.45079"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","2.10701"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","2.01086"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","1.85016"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","1.82269"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","1.6801"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","1.51849"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","1.61299"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","1.51522"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","1.32316"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","1.60403"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","1.65029"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","1.6318"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","1.45863"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","1.55636"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","1.60564"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","1.43711"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","1.54241"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","1.65113"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","1.59714"
"SDG Indicators","France","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%","1.59684"
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","French Guyana","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","3.86535"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","3.82827"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","3.16052"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","3.16646"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","3.05964"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","2.94804"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","2.55077"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","2.26578"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","2.30302"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","2.26967"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","2.49238"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","2.63771"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","3.02217"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","3.17771"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","3.22846"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","3.21708"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","3.20775"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","3.21776"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","3.2142"
"SDG Indicators","French Polynesia","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%",""
"SDG Indicators","French Southern Territories","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","5.41608"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","5.60567"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","5.83656"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","5.40182"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","4.98464"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","4.9112"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","4.95783"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","4.22984"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","5.04301"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","3.91338"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","3.43176"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","3.35368"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2013","%","3.32892"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2014","%","3.62137"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2015","%","4.31117"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2016","%","4.97317"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2017","%","5.2648"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2018","%","5.39441"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2019","%","5.21079"
"SDG Indicators","Gabon","Value","2.a.1 Agriculture value added share of GDP (%)","2020","%",""
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2001","%","29.8332"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2002","%","28.3062"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2003","%","31.385"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2004","%","31.5022"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2005","%","32.0911"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2006","%","25.6007"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2007","%","23.5665"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2008","%","29.7758"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2009","%","31.7342"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2010","%","35.1936"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2011","%","27.2024"
"SDG Indicators","Gambia","Value","2.a.1 Agriculture value added share of GDP (%)","2012","%","27.3936"
