Domain,Area,Element,Item,Year,Unit,Value
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.936107"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.979223"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.834958"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.812454"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.796885"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.82612"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.589264"
"Credit to Agriculture","Ecuador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.862737"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.54188"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.568034"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.169161"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.155464"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.13724"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.158977"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.180114"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.198043"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.214836"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.181707"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.183137"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.183049"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.14188"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.142754"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.153076"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.133609"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.166721"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.13058"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.130644"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.103108"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.138596"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.10889"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.095238"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.100295"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.096967"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.094311"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.098158"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.126274"
"Credit to Agriculture","Egypt","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.17599"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.791295"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.855084"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.734052"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.63788"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.612826"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.534961"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.570509"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.576005"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.554195"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.504794"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.508173"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.574113"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.552639"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.58716"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.551805"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.587289"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.67002"
"Credit to Agriculture","El Salvador","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.61053"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","1.068604"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.650802"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.967089"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.774355"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","1.086639"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","1.024389"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.944682"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.843612"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","1.161305"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","1.069336"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.763158"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.937027"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","1.22804"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","1.070599"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","1.083947"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","1.4544"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","1.738381"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","1.794275"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.886641"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","2.667053"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","2.627138"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","3.260015"
"Credit to Agriculture","Estonia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","2.612819"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.093374"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.165369"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.199165"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.221163"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.246939"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.249115"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.259387"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.329991"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.332813"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.268194"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.226422"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.222328"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.209471"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.162285"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.139213"
"Credit to Agriculture","Ethiopia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.070163"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.848909"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.882443"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.981156"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.804194"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.797555"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.922798"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.874227"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.936518"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.942864"
"Credit to Agriculture","Finland","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.969529"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","3.256742"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","3.825757"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","3.617172"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","3.499176"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","3.846136"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","3.452462"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","3.14258"
"Credit to Agriculture","France","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","3.234386"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","1.050375"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","1.035604"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","1.376963"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","2.271811"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","3.368717"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","4.117293"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","1.57605"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","1.412977"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","1.231965"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","1.502796"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","1.739938"
"Credit to Agriculture","Gabon","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","1.602349"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.569245"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.28278"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.545442"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.190692"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.205084"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.256071"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.389552"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.52331"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.789873"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.331568"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.200723"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.195776"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.167107"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.219506"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.196169"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.119296"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.052505"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.164011"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.327823"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.453181"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.078157"
"Credit to Agriculture","Gambia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.107671"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.1075"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.019771"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.010361"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.090842"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.086299"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.185622"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.14076"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.123772"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.107115"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.12124"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.333652"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.24869"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.236766"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.218805"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.352967"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.12887"
"Credit to Agriculture","Georgia","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.359784"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","2.879645"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","2.972362"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","2.934425"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","3.009681"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","2.906936"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","2.677798"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","2.635072"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","2.75812"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","2.685706"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","2.492232"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","2.232338"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","2.720302"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","3.075942"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","2.763938"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","3.619877"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","3.651877"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","3.382276"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","3.095253"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","3.949686"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","3.803799"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","3.42713"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","3.810818"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","3.78624"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","4.087945"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","5.55722"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","5.376735"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","4.326811"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","5.390788"
"Credit to Agriculture","Germany","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","4.810042"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.434016"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.359297"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.429447"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.356292"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","0.400102"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.405156"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.39105"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.307618"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.266142"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.214244"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.17104"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.154001"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.161868"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.231364"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.257019"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.231886"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.199314"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.19649"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.189505"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.173772"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.207089"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.221789"
"Credit to Agriculture","Ghana","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.332984"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","1.313704"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","1.451263"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","1.294807"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","1.005552"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","1.163186"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","1.059193"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","1.208332"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.928459"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","1.130796"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","1.064801"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","1.106476"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","1.140816"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.5917"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.570612"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.407351"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.497307"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.445845"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.408792"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.435293"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.389948"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.435733"
"Credit to Agriculture","Greece","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.472064"
