Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","815.124"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","874.766"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","953.539"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","915.183"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","845.57"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","841.79"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","838.489"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","924.248"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","699.61"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","873.054"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","875.784"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","860.941"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","865.758"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","833.267"
"Employment Indicators: Rural","Dominican Republic","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","788.788"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","2086.5"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","1831.586"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","1979.315"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","2018.145"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","2105.336"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","2047.433"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","2043.609"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","2074.956"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","2078.672"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","2107.377"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","2196.598"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","2263.258"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","2205.016"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","2392.927"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","2544.846"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","2636.793"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","2653.113"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","2712.191"
"Employment Indicators: Rural","Ecuador","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","2473.312"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","13152.506"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","13455.931"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","13885.292"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","13676.585"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","13696.392"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","13968.09"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","14558.762"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","14955.93"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","15407.096"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","15303.49"
"Employment Indicators: Rural","Egypt","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","15245.798"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2010","Household survey","1000 persons","785.846"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2011","Household survey","1000 persons","842.345"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2012","Household survey","1000 persons","863.824"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2013","Household survey","1000 persons","888.968"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2014","Household survey","1000 persons","886.089"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2015","Household survey","1000 persons","902.817"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2016","Household survey","1000 persons","940.841"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2017","Household survey","1000 persons","1002.606"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2018","Household survey","1000 persons","976.885"
"Employment Indicators: Rural","El Salvador","Employment by status of employment, total, rural areas","Total","2019","Household survey","1000 persons","1006.527"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","603.275"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","608.67"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","579.902"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","586.019"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","582.215"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","588.429"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","596.211"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","604.101"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","296.934"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","319.288"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","314.499"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","323.509"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","293.454"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","280.671"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","297.265"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","241.686"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","240.341"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","240.861"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","241.259"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","245.774"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","208.778"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","228.612"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","222.718"
"Employment Indicators: Rural","Estonia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","220.309"
"Employment Indicators: Rural","Eswatini","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","193.663"
"Employment Indicators: Rural","Ethiopia","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","16139.579"
"Employment Indicators: Rural","Fiji","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","158.332"
"Employment Indicators: Rural","Fiji","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","167.851"
"Employment Indicators: Rural","Fiji","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","160.476"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","1127.826"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","1229.604"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","1236.544"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","1311.033"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","1327.728"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","1330.106"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","1276.2"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","1274.455"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","1254.25"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","1254.049"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","1318.714"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","1341.327"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","1358.902"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","1412.605"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1407.613"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1429.194"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","761.971"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","729.728"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","736.468"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","715.502"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","705.999"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","702.55"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","714.914"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","714.31"
"Employment Indicators: Rural","Finland","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","668.067"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","8409.326"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","8359.128"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","8374.844"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","8539.757"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","8523.197"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","8577.384"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","8721.295"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","8789.481"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","9019.222"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","9195.072"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","9412.743"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","4465.684"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","4293.823"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","4418.409"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","4541.179"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","4664.732"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","4723.366"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","4611.224"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","4548.443"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","4663.84"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","8946.43"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","8924.636"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","9137.826"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","9239.423"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","9230.541"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","9464.991"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","9484.326"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","9634.238"
"Employment Indicators: Rural","France","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","9630.275"
"Employment Indicators: Rural","Gambia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","272.92"
"Employment Indicators: Rural","Gambia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","154.234"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2009","Household survey","1000 persons","900.547"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2010","Household survey","1000 persons","897.13"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2011","Household survey","1000 persons","910.2"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2012","Household survey","1000 persons","908.376"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2013","Household survey","1000 persons","907.486"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2014","Household survey","1000 persons","928.62"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2015","Household survey","1000 persons","930.74"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2016","Household survey","1000 persons","918.654"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","939.168"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","899.103"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","891.427"
"Employment Indicators: Rural","Georgia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","508.172"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","6640.044"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","6576.206"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","6548.367"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","6573.633"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","6536.214"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","6656.272"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","6893.585"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","6918.691"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","6827.274"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","6956.055"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","6955.565"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","6836.23"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","6726.427"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","6905.542"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","5977.282"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","5827.831"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","5831.885"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","5763.607"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","5963.786"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","5890.103"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","9217.597"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","9249.257"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","9316.747"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","9308.202"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","9580.912"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","9624.176"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","9661.572"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","9784.686"
"Employment Indicators: Rural","Germany","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","8654.216"
"Employment Indicators: Rural","Ghana","Employment by status of employment, total, rural areas","Total","2000","Population census","1000 persons","4256.63"
"Employment Indicators: Rural","Ghana","Employment by status of employment, total, rural areas","Total","2006","Household income and expenditure survey","1000 persons","5855.874"
"Employment Indicators: Rural","Ghana","Employment by status of employment, total, rural areas","Total","2010","Population census","1000 persons","5110.66"
"Employment Indicators: Rural","Ghana","Employment by status of employment, total, rural areas","Total","2013","Household income and expenditure survey","1000 persons","6177.036"
"Employment Indicators: Rural","Ghana","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","4304.678"
"Employment Indicators: Rural","Ghana","Employment by status of employment, total, rural areas","Total","2017","Household income and expenditure survey","1000 persons","4133.026"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1992","Labour force survey","1000 persons","1007.942"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","989.502"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","996.534"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","978.464"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","985.283"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","966.777"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","996.099"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","975.332"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","985.887"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","974.508"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","968.942"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","983.747"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","902.575"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","875.452"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","872.976"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","861.303"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","867.474"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","2376.375"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1959.52"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1809.857"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","1085.725"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1059.575"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1059.526"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1012.255"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1076.705"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1082.965"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1080.113"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1097.222"
"Employment Indicators: Rural","Greece","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1022.191"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","2617.076"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","2178.584"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2006","Household income and expenditure survey","1000 persons","2285.615"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","2444.875"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","2749.253"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","2967.694"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","2749.139"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","2785.38"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","2236.44"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","3019.327"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","3087.611"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","3537.298"
"Employment Indicators: Rural","Guatemala","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","3467.899"
"Employment Indicators: Rural","Guinea","Employment by status of employment, total, rural areas","Total","2002","Household income and expenditure survey","1000 persons","2359.261"
"Employment Indicators: Rural","Guinea","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","2093.851"
"Employment Indicators: Rural","Guyana","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","182.029"
"Employment Indicators: Rural","Haiti","Employment by status of employment, total, rural areas","Total","2012","Household income and expenditure survey","1000 persons","2259.51"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2005","Household survey","1000 persons","1267.572"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2006","Household survey","1000 persons","1321.237"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2007","Household survey","1000 persons","1351.342"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2008","Household survey","1000 persons","1449.55"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2009","Household survey","1000 persons","1558.265"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2010","Household survey","1000 persons","1644.043"
"Employment Indicators: Rural","Honduras","Employment by status of employment, total, rural areas","Total","2011","Household survey","1000 persons","1624.803"
