,Code,Year,Indicator,Value
5941,BFA,1967,Fertility,6.5851
5942,BFA,1968,Deaths,79289.0
5943,BFA,1968,LifeExpectancy,38.5
5944,BFA,1968,GDP ,191851280.0
5945,BFA,1968,Fertility,6.6452
5946,BFA,1969,Deaths,80049.0
5947,BFA,1969,LifeExpectancy,38.9
5948,BFA,1969,GDP ,199291280.0
5949,BFA,1969,Fertility,6.6636
5950,BFA,1970,Deaths,80713.0
5951,BFA,1970,LifeExpectancy,39.2
5952,BFA,1970,GDP ,191001936.0
5953,BFA,1970,Fertility,6.6854
5954,BFA,1971,Deaths,81282.0
5955,BFA,1971,LifeExpectancy,39.6
5956,BFA,1971,GDP ,198232400.0
5957,BFA,1971,Fertility,6.6976
5958,BFA,1972,Deaths,81538.0
5959,BFA,1972,LifeExpectancy,40.1
5960,BFA,1972,GDP ,231663856.0
5961,BFA,1972,Fertility,6.7191
5962,BFA,1973,Deaths,81369.0
5963,BFA,1973,LifeExpectancy,40.5
5964,BFA,1973,GDP ,275423008.0
5965,BFA,1973,Fertility,6.7698
5966,BFA,1974,Deaths,80774.0
5967,BFA,1974,LifeExpectancy,41.4
5968,BFA,1974,GDP ,321301856.0
5969,BFA,1974,Fertility,6.8419
5970,BFA,1975,Deaths,79805.0
5971,BFA,1975,LifeExpectancy,42.3
5972,BFA,1975,GDP ,424906176.0
5973,BFA,1975,Fertility,6.9126
5974,BFA,1976,Deaths,78604.0
5975,BFA,1976,LifeExpectancy,43.2
5976,BFA,1976,GDP ,543458240.0
5977,BFA,1976,Fertility,6.9522
5978,BFA,1977,Deaths,77507.0
5979,BFA,1977,LifeExpectancy,44.1
5980,BFA,1977,GDP ,648499520.0
5981,BFA,1977,Fertility,7.0464
5982,BFA,1978,Deaths,76671.0
5983,BFA,1978,LifeExpectancy,45.1
5984,BFA,1978,GDP ,769524224.0
5985,BFA,1978,Fertility,7.1478
5986,BFA,1979,Deaths,76161.0
5987,BFA,1979,LifeExpectancy,45.9
5988,BFA,1979,GDP ,825599296.0
5989,BFA,1979,Fertility,7.1942
5990,BFA,1980,Deaths,75966.0
5991,BFA,1980,LifeExpectancy,46.5
5992,BFA,1980,GDP ,829918528.0
5993,BFA,1980,Fertility,7.2224
5994,BFA,1981,Deaths,76074.0
5995,BFA,1981,LifeExpectancy,46.9
5996,BFA,1981,GDP ,883731904.0
5997,BFA,1981,Fertility,7.2556
5998,BFA,1982,Deaths,76281.0
5999,BFA,1982,LifeExpectancy,47.6
6000,BFA,1982,GDP ,1004329664.0
6001,BFA,1982,Fertility,7.2527
6002,BFA,1983,Deaths,76492.0
6003,BFA,1983,LifeExpectancy,48.1
6004,BFA,1983,GDP ,1055743872.0
6005,BFA,1983,Fertility,7.2507
6006,BFA,1984,Deaths,76696.0
6007,BFA,1984,LifeExpectancy,48.6
6008,BFA,1984,GDP ,1097548160.0
6009,BFA,1984,Fertility,7.2449
6010,BFA,1985,Deaths,76761.0
6011,BFA,1985,LifeExpectancy,48.9
6012,BFA,1985,GDP ,1209774080.0
6013,BFA,1985,Fertility,7.2422
6014,BFA,1986,Deaths,76703.0
6015,BFA,1986,LifeExpectancy,49.0
6016,BFA,1986,GDP ,1389159936.0
6017,BFA,1986,Fertility,7.218
6018,BFA,1987,Deaths,76803.0
6019,BFA,1987,LifeExpectancy,49.1
6020,BFA,1987,GDP ,1450166016.0
6021,BFA,1987,Fertility,7.1676
6022,BFA,1988,Deaths,77182.0
6023,BFA,1988,LifeExpectancy,49.1
6024,BFA,1988,GDP ,1470659584.0
6025,BFA,1988,Fertility,7.1091
6026,BFA,1989,Deaths,78002.0
6027,BFA,1989,LifeExpectancy,49.2
6028,BFA,1989,GDP ,1598576640.0
6029,BFA,1989,Fertility,7.0467
6030,BFA,1990,Deaths,79272.0
6031,BFA,1990,LifeExpectancy,49.4
6032,BFA,1990,GDP ,1746581248.0
6033,BFA,1990,Fertility,7.0091
6034,BFA,1991,Deaths,80917.0
6035,BFA,1991,LifeExpectancy,49.5
6036,BFA,1991,GDP ,1777617920.0
6037,BFA,1991,Fertility,6.9729
6038,BFA,1992,Deaths,82784.0
6039,BFA,1992,LifeExpectancy,49.4
6040,BFA,1992,GDP ,1276444544.0
6041,BFA,1992,Fertility,6.9364
6042,BFA,1993,Deaths,84642.0
6043,BFA,1993,LifeExpectancy,49.2
6044,BFA,1993,GDP ,1554889216.0
6045,BFA,1993,Fertility,6.8888
6046,BFA,1994,Deaths,86381.0
6047,BFA,1994,LifeExpectancy,49.3
6048,BFA,1994,GDP ,1238434304.0
6049,BFA,1994,Fertility,6.8434
6050,BFA,1995,Deaths,87798.0
6051,BFA,1995,LifeExpectancy,49.4
6052,BFA,1995,GDP ,1507824512.0
6053,BFA,1995,Fertility,6.8144
6054,BFA,1996,Deaths,88816.0
6055,BFA,1996,LifeExpectancy,49.6
6056,BFA,1996,GDP ,1657870464.0
6057,BFA,1996,Fertility,6.7793
6058,BFA,1997,Deaths,89601.0
6059,BFA,1997,LifeExpectancy,49.4
6060,BFA,1997,GDP ,1495124736.0
6061,BFA,1997,Fertility,6.7238
6062,BFA,1998,Deaths,90340.0
6063,BFA,1998,LifeExpectancy,50.0
6064,BFA,1998,GDP ,1693667584.0
6065,BFA,1998,Fertility,6.6605
6066,BFA,1999,Deaths,90899.0
6067,BFA,1999,LifeExpectancy,50.3
6068,BFA,1999,GenderInequality,0.68
6069,BFA,1999,GDP ,1863235328.0
6070,BFA,1999,Fertility,6.5857
6071,BFA,2000,Deaths,91328.0
6072,BFA,2000,LifeExpectancy,50.8
6073,BFA,2000,GenderInequality,0.675
6074,BFA,2000,GDP ,1740033280.0
6075,BFA,2000,Fertility,6.5191
6076,BFA,2001,Deaths,91508.0
6077,BFA,2001,LifeExpectancy,51.1
6078,BFA,2001,GenderInequality,0.666
6079,BFA,2001,GDP ,1953957248.0
6080,BFA,2001,Fertility,6.431
6081,BFA,2002,Deaths,91373.0
6082,BFA,2002,LifeExpectancy,51.3
6083,BFA,2002,GenderInequality,0.657
6084,BFA,2002,GDP ,2138844800.0
6085,BFA,2002,Fertility,6.3388
6086,BFA,2003,Deaths,90747.0
6087,BFA,2003,LifeExpectancy,51.8
6088,BFA,2003,GenderInequality,0.652
6089,BFA,2003,GDP ,2575868160.0
6090,BFA,2003,Fertility,6.2803
6091,BFA,2004,Deaths,89625.0
6092,BFA,2004,LifeExpectancy,52.4
6093,BFA,2004,GenderInequality,0.647
6094,BFA,2004,GDP ,2642719744.0
6095,BFA,2004,Fertility,6.2156
6096,BFA,2005,Deaths,88011.0
6097,BFA,2005,LifeExpectancy,53.1
6098,BFA,2005,GenderInequality,0.641
6099,BFA,2005,GDP ,3004478976.0
6100,BFA,2005,Fertility,6.1824
6101,BFA,2006,Deaths,86003.0
6102,BFA,2006,LifeExpectancy,53.7
6103,BFA,2006,GenderInequality,0.636
6104,BFA,2006,GDP ,3176502272.0
6105,BFA,2006,Fertility,6.1703
6106,BFA,2007,Deaths,83749.0
6107,BFA,2007,LifeExpectancy,54.4
6108,BFA,2007,GenderInequality,0.64
6109,BFA,2007,GDP ,3384095232.0
6110,BFA,2007,Fertility,6.1099
6111,BFA,2008,Deaths,81438.0
6112,BFA,2008,LifeExpectancy,55.3
6113,BFA,2008,GenderInequality,0.628
6114,BFA,2008,GDP ,4552797696.0
6115,BFA,2008,Fertility,6.0501
6116,BFA,2009,Deaths,79303.0
6117,BFA,2009,LifeExpectancy,56.0
6118,BFA,2009,GenderInequality,0.621
6119,BFA,2009,GDP ,5372332544.0
6120,BFA,2009,Fertility,5.9915
6121,BFA,2010,Deaths,77389.0
6122,BFA,2010,LifeExpectancy,56.5
6123,BFA,2010,GenderInequality,0.617
6124,BFA,2010,GDP ,5811645952.0
6125,BFA,2010,Fertility,5.9356
6126,BFA,2011,Deaths,75768.0
6127,BFA,2011,LifeExpectancy,57.1
6128,BFA,2011,GenderInequality,0.613
6129,BFA,2011,GDP ,6693325824.0
6130,BFA,2011,Fertility,5.8689
6131,BFA,2012,Deaths,74177.0
6132,BFA,2012,LifeExpectancy,57.6
6133,BFA,2012,GenderInequality,0.608
6134,BFA,2012,GDP ,7068641792.0
6135,BFA,2012,Fertility,5.7929
6136,BFA,2013,Deaths,72654.0
6137,BFA,2013,LifeExpectancy,57.8
6138,BFA,2013,GenderInequality,0.605
6139,BFA,2013,GDP ,7748959744.0
6140,BFA,2013,Fertility,5.6968
6141,BFA,2014,Deaths,71255.0
6142,BFA,2014,LifeExpectancy,58.4
6143,BFA,2014,GenderInequality,0.601
6144,BFA,2014,GDP ,7626480128.0
6145,BFA,2014,Fertility,5.5946
6146,BFA,2015,Deaths,69909.0
6147,BFA,2015,LifeExpectancy,58.8
6148,BFA,2015,GenderInequality,0.619
6149,BFA,2015,Fertility,5.4777
6150,BFA,2016,Deaths,68633.0
6151,BFA,2016,LifeExpectancy,59.3
6152,BFA,2016,GenderInequality,0.613
6153,BFA,2016,Fertility,5.3236
6154,BFA,2017,Deaths,67332.0
6155,BFA,2017,LifeExpectancy,59.5
6156,BFA,2017,GenderInequality,0.6
6157,BFA,2017,Fertility,5.1621
6158,BFA,2018,Deaths,66090.0
6159,BFA,2018,LifeExpectancy,60.0
6160,BFA,2018,GenderInequality,0.598
6161,BFA,2018,Fertility,5.0693
6162,BFA,2019,Deaths,64948.0
6163,BFA,2019,LifeExpectancy,60.0
6164,BFA,2019,GenderInequality,0.585
6165,BFA,2019,Fertility,4.971
6166,BFA,2020,Deaths,63887.0
6167,BFA,2020,LifeExpectancy,59.7
6168,BFA,2020,GenderInequality,0.621
6169,BFA,2020,Fertility,4.8693
6170,BDI,1969,Deaths,38758.0
6171,BDI,1969,LifeExpectancy,42.9
6172,BDI,1969,GDP ,158504896.0
6173,BDI,1969,Fertility,7.2148
6174,BDI,1970,Deaths,39595.0
6175,BDI,1970,LifeExpectancy,43.0
6176,BDI,1970,GDP ,202277312.0
6177,BDI,1970,Fertility,7.2145
6178,BDI,1970,tertiary_education,0.11
6179,BDI,1971,Deaths,40318.0
6180,BDI,1971,LifeExpectancy,43.0
6181,BDI,1971,GDP ,207795904.0
6182,BDI,1971,Fertility,7.2133
6183,BDI,1972,Deaths,52739.0
6184,BDI,1972,LifeExpectancy,25.6
6185,BDI,1972,GDP ,197636160.0
6186,BDI,1972,Fertility,7.2101
6187,BDI,1973,Deaths,41563.0
6188,BDI,1973,LifeExpectancy,37.3
6189,BDI,1973,GDP ,248445392.0
6190,BDI,1973,Fertility,7.2155
6191,BDI,1974,Deaths,42586.0
6192,BDI,1974,LifeExpectancy,43.0
6193,BDI,1974,GDP ,295377056.0
6194,BDI,1974,Fertility,7.2222
6195,BDI,1975,Deaths,43615.0
6196,BDI,1975,LifeExpectancy,43.0
6197,BDI,1975,GDP ,380606464.0
6198,BDI,1975,Fertility,7.2442
6199,BDI,1975,tertiary_education,0.14
6200,BDI,1976,Deaths,44563.0
6201,BDI,1976,LifeExpectancy,43.1
6202,BDI,1976,GDP ,499092352.0
6203,BDI,1976,Fertility,7.248
6204,BDI,1977,Deaths,45219.0
6205,BDI,1977,LifeExpectancy,43.5
6206,BDI,1977,GDP ,627773568.0
6207,BDI,1977,Fertility,7.2453
6208,BDI,1978,Deaths,45478.0
6209,BDI,1978,LifeExpectancy,43.8
6210,BDI,1978,GDP ,636471360.0
6211,BDI,1978,Fertility,7.2586
6212,BDI,1979,Deaths,45338.0
6213,BDI,1979,LifeExpectancy,44.6
6214,BDI,1979,GDP ,738960064.0
6215,BDI,1979,Fertility,7.3071
6216,BDI,1980,Deaths,44854.0
6217,BDI,1980,LifeExpectancy,45.4
6218,BDI,1980,GDP ,791507520.0
6219,BDI,1980,Fertility,7.3526
6220,BDI,1980,tertiary_education,0.19
6221,BDI,1981,Deaths,44041.0
6222,BDI,1981,LifeExpectancy,46.4
6223,BDI,1981,GDP ,964474688.0
6224,BDI,1981,Fertility,7.3288
6225,BDI,1982,Deaths,43135.0
6226,BDI,1982,LifeExpectancy,47.3
6227,BDI,1982,GDP ,1160032000.0
6228,BDI,1982,Fertility,7.3142
6229,BDI,1983,Deaths,42153.0
6230,BDI,1983,LifeExpectancy,48.1
6231,BDI,1983,GDP ,1428867200.0
6232,BDI,1983,Fertility,7.298
6233,BDI,1984,Deaths,41319.0
6234,BDI,1984,LifeExpectancy,48.5
6235,BDI,1984,GDP ,1484283392.0
6236,BDI,1984,Fertility,7.2951
6237,BDI,1985,Deaths,40933.0
6238,BDI,1985,LifeExpectancy,48.5
6239,BDI,1985,GDP ,1792233472.0
6240,BDI,1985,Fertility,7.2937
6241,BDI,1985,tertiary_education,0.25
6242,BDI,1986,Deaths,40982.0
6243,BDI,1986,LifeExpectancy,48.2
6244,BDI,1986,GDP ,1639626880.0
6245,BDI,1986,Fertility,7.3198
6246,BDI,1987,Deaths,41468.0
6247,BDI,1987,LifeExpectancy,47.5
6248,BDI,1987,GDP ,1384749696.0
6249,BDI,1987,Fertility,7.3796
6250,BDI,1988,Deaths,42313.0
6251,BDI,1988,LifeExpectancy,43.0
6252,BDI,1988,GDP ,1216989312.0
6253,BDI,1988,Fertility,7.3828
6254,BDI,1989,Deaths,43393.0
6255,BDI,1989,LifeExpectancy,45.6
6256,BDI,1989,GDP ,1361600640.0
6257,BDI,1989,Fertility,7.3869
6258,BDI,1990,Deaths,44470.0
6259,BDI,1990,LifeExpectancy,44.9
6260,BDI,1990,GDP ,1275146752.0
6261,BDI,1990,Fertility,7.3651
6262,BDI,1990,tertiary_education,0.24
6263,BDI,1991,Deaths,45367.0
6264,BDI,1991,LifeExpectancy,44.2
6265,BDI,1991,GDP ,1323864960.0
6266,BDI,1991,Fertility,7.3364
6267,BDI,1992,Deaths,46059.0
6268,BDI,1992,LifeExpectancy,43.9
6269,BDI,1992,GDP ,1234173440.0
6270,BDI,1992,Fertility,7.3005
6271,BDI,1993,Deaths,52320.0
6272,BDI,1993,LifeExpectancy,37.1
6273,BDI,1993,GDP ,1251679744.0
6274,BDI,1993,Fertility,7.2724
6275,BDI,1994,Deaths,46342.0
6276,BDI,1994,LifeExpectancy,44.1
6277,BDI,1994,GDP ,1208880000.0
6278,BDI,1994,Fertility,7.2302
6279,BDI,1995,Deaths,46168.0
6280,BDI,1995,LifeExpectancy,44.1
6281,BDI,1995,GDP ,1267878912.0
6282,BDI,1995,Fertility,7.1836
6283,BDI,1995,tertiary_education,0.24
6284,BDI,1996,Deaths,45645.0
6285,BDI,1996,LifeExpectancy,44.4
6286,BDI,1996,GDP ,1114028416.0
6287,BDI,1996,Fertility,7.1234
6288,BDI,1997,Deaths,44922.0
6289,BDI,1997,LifeExpectancy,45.4
6290,BDI,1997,GDP ,1188560128.0
6291,BDI,1997,Fertility,7.0404
6292,BDI,1998,Deaths,43953.0
6293,BDI,1998,LifeExpectancy,46.6
6294,BDI,1998,GenderInequality,0.623
6295,BDI,1998,GDP ,1079360512.0
6296,BDI,1998,Fertility,6.958
6297,BDI,1999,Deaths,42898.0
6298,BDI,1999,LifeExpectancy,47.5
6299,BDI,1999,GenderInequality,0.655
6300,BDI,1999,GDP ,998875648.0
6301,BDI,1999,Fertility,6.8974
6302,BDI,2000,Deaths,41890.0
6303,BDI,2000,LifeExpectancy,47.5
6304,BDI,2000,GenderInequality,0.616
6305,BDI,2000,GDP ,1150662400.0
6306,BDI,2000,Fertility,6.8715
6307,BDI,2000,tertiary_education,0.24
6308,BDI,2001,Deaths,40997.0
6309,BDI,2001,LifeExpectancy,48.4
6310,BDI,2001,GenderInequality,0.612
6311,BDI,2001,GDP ,1218139776.0
6312,BDI,2001,Fertility,6.849
6313,BDI,2002,Deaths,40166.0
6314,BDI,2002,LifeExpectancy,49.9
6315,BDI,2002,GenderInequality,0.611
6316,BDI,2002,GDP ,1101444352.0
6317,BDI,2002,Fertility,6.8187
6318,BDI,2003,Deaths,39391.0
6319,BDI,2003,LifeExpectancy,50.9
6320,BDI,2003,GenderInequality,0.597
6321,BDI,2003,GDP ,961157696.0
6322,BDI,2003,Fertility,6.7855
6323,BDI,2004,Deaths,38607.0
6324,BDI,2004,LifeExpectancy,52.0
6325,BDI,2004,GenderInequality,0.593
6326,BDI,2004,GDP ,999790528.0
6327,BDI,2004,Fertility,6.7464
6328,BDI,2005,Deaths,37617.0
6329,BDI,2005,LifeExpectancy,53.0
6330,BDI,2005,GenderInequality,0.562
6331,BDI,2005,GDP ,1228978432.0
6332,BDI,2005,Fertility,6.7076
6333,BDI,2005,tertiary_education,0.34
6334,BDI,2006,Deaths,36555.0
6335,BDI,2006,LifeExpectancy,53.9
6336,BDI,2006,GenderInequality,0.557
6337,BDI,2006,GDP ,1383914240.0
6338,BDI,2006,Fertility,6.6589
6339,BDI,2007,Deaths,35469.0
6340,BDI,2007,LifeExpectancy,54.7
6341,BDI,2007,GenderInequality,0.552
6342,BDI,2007,GDP ,1355459968.0
6343,BDI,2007,Fertility,6.5884
6344,BDI,2008,Deaths,34397.0
6345,BDI,2008,LifeExpectancy,55.7
6346,BDI,2008,GenderInequality,0.547
6347,BDI,2008,GDP ,1753348480.0
6348,BDI,2008,Fertility,6.5149
6349,BDI,2009,Deaths,33323.0
6350,BDI,2009,LifeExpectancy,56.4
6351,BDI,2009,GenderInequality,0.548
6352,BDI,2009,GDP ,2233597696.0
6353,BDI,2009,Fertility,6.4092
6354,BDI,2010,Deaths,32252.0
6355,BDI,2010,LifeExpectancy,57.1
6356,BDI,2010,GenderInequality,0.54
6357,BDI,2010,GDP ,2623488256.0
6358,BDI,2010,Fertility,6.2599
6359,BDI,2010,tertiary_education,0.54
6360,BDI,2011,Deaths,31225.0
6361,BDI,2011,LifeExpectancy,57.8
6362,BDI,2011,GenderInequality,0.537
6363,BDI,2011,GDP ,2940517888.0
6364,BDI,2011,Fertility,6.1081
6365,BDI,2012,Deaths,30151.0
6366,BDI,2012,LifeExpectancy,58.5
6367,BDI,2012,GenderInequality,0.533
6368,BDI,2012,GDP ,3130271744.0
6369,BDI,2012,Fertility,5.9909
6370,BDI,2013,Deaths,29101.0
6371,BDI,2013,LifeExpectancy,59.2
6372,BDI,2013,GenderInequality,0.528
6373,BDI,2013,GDP ,3472727040.0
6374,BDI,2013,Fertility,5.8887
6375,BDI,2014,Deaths,28109.0
6376,BDI,2014,LifeExpectancy,59.9
6377,BDI,2014,GenderInequality,0.525
6378,BDI,2014,GDP ,3760204032.0
6379,BDI,2014,Fertility,5.7945
6380,BDI,2015,Deaths,27250.0
6381,BDI,2015,LifeExpectancy,60.2
6382,BDI,2015,GenderInequality,0.517
6383,BDI,2015,Fertility,5.6951
6384,BDI,2016,Deaths,26465.0
6385,BDI,2016,LifeExpectancy,60.8
6386,BDI,2016,GenderInequality,0.514
6387,BDI,2016,Fertility,5.5865
6388,BDI,2017,Deaths,25728.0
6389,BDI,2017,LifeExpectancy,61.6
6390,BDI,2017,GenderInequality,0.51
6391,BDI,2017,Fertility,5.4814
6392,BDI,2018,Deaths,25101.0
6393,BDI,2018,LifeExpectancy,61.7
6394,BDI,2018,GenderInequality,0.508
6395,BDI,2018,Fertility,5.38
6396,BDI,2019,Deaths,24471.0
6397,BDI,2019,LifeExpectancy,62.4
6398,BDI,2019,GenderInequality,0.507
6399,BDI,2019,Fertility,5.2713
6400,BDI,2020,Deaths,23864.0
6401,BDI,2020,LifeExpectancy,61.6
6402,BDI,2020,GenderInequality,0.506
6403,BDI,2020,Fertility,5.1766
6404,KHM,1980,Deaths,54722.0
6405,KHM,1980,LifeExpectancy,47.6
6406,KHM,1980,Fertility,5.7737
6407,KHM,1980,tertiary_education,0.13
6408,KHM,1981,Deaths,49776.0
6409,KHM,1981,LifeExpectancy,48.2
6410,KHM,1981,GDP ,298584608.0
6411,KHM,1981,Fertility,6.0415
6412,KHM,1982,Deaths,46311.0
6413,KHM,1982,LifeExpectancy,48.7
6414,KHM,1982,Fertility,6.1929
6415,KHM,1983,Deaths,44511.0
6416,KHM,1983,LifeExpectancy,49.5
6417,KHM,1983,Fertility,6.2964
6418,KHM,1984,Deaths,43926.0
6419,KHM,1984,LifeExpectancy,50.2
6420,KHM,1984,Fertility,6.3385
6421,KHM,1985,Deaths,43908.0
6422,KHM,1985,LifeExpectancy,51.0
6423,KHM,1985,Fertility,6.3134
6424,KHM,1985,tertiary_education,0.15
6425,KHM,1986,Deaths,44061.0
6426,KHM,1986,LifeExpectancy,51.5
6427,KHM,1986,Fertility,6.2259
6428,KHM,1987,Deaths,44184.0
6429,KHM,1987,LifeExpectancy,53.5
6430,KHM,1987,GDP ,605134592.0
6431,KHM,1987,Fertility,6.0966
6432,KHM,1988,Deaths,44293.0
6433,KHM,1988,LifeExpectancy,54.3
6434,KHM,1988,GDP ,774366720.0
6435,KHM,1988,Fertility,5.9441
6436,KHM,1989,Deaths,44359.0
6437,KHM,1989,LifeExpectancy,54.8
6438,KHM,1989,GDP ,758924032.0
6439,KHM,1989,Fertility,5.7227
6440,KHM,1990,Deaths,44256.0
6441,KHM,1990,LifeExpectancy,55.4
6442,KHM,1990,GenderInequality,0.679
6443,KHM,1990,GDP ,806497664.0
6444,KHM,1990,Fertility,5.6444
6445,KHM,1990,tertiary_education,0.19
6446,KHM,1991,Deaths,44014.0
6447,KHM,1991,LifeExpectancy,55.8
6448,KHM,1991,GenderInequality,0.681
6449,KHM,1991,GDP ,1077566720.0
6450,KHM,1991,Fertility,5.565
6451,KHM,1992,Deaths,43783.0
6452,KHM,1992,LifeExpectancy,56.0
6453,KHM,1992,GenderInequality,0.681
6454,KHM,1992,GDP ,1140408320.0
6455,KHM,1992,Fertility,5.4466
6456,KHM,1993,Deaths,43676.0
6457,KHM,1993,LifeExpectancy,56.1
6458,KHM,1993,GenderInequality,0.675
6459,KHM,1993,GDP ,1689380480.0
6460,KHM,1993,Fertility,5.2737
6461,KHM,1994,Deaths,43656.0
6462,KHM,1994,LifeExpectancy,56.0
6463,KHM,1994,GenderInequality,0.666
6464,KHM,1994,GDP ,1823999232.0
6465,KHM,1994,Fertility,5.052
6466,KHM,1995,Deaths,43529.0
6467,KHM,1995,LifeExpectancy,56.3
6468,KHM,1995,GenderInequality,0.654
6469,KHM,1995,GDP ,2180581888.0
6470,KHM,1995,Fertility,4.8244
6471,KHM,1995,tertiary_education,0.24
6472,KHM,1996,Deaths,43165.0
6473,KHM,1996,LifeExpectancy,56.3
6474,KHM,1996,GenderInequality,0.64
6475,KHM,1996,GDP ,2247644672.0
6476,KHM,1996,Fertility,4.5944
6477,KHM,1997,Deaths,42426.0
6478,KHM,1997,LifeExpectancy,56.7
6479,KHM,1997,GenderInequality,0.633
6480,KHM,1997,GDP ,2103361024.0
6481,KHM,1997,Fertility,4.3914
6482,KHM,1998,Deaths,41124.0
6483,KHM,1998,LifeExpectancy,57.0
6484,KHM,1998,GenderInequality,0.629
6485,KHM,1998,GDP ,1884187904.0
6486,KHM,1998,Fertility,4.139
6487,KHM,1999,Deaths,39109.0
6488,KHM,1999,LifeExpectancy,57.7
6489,KHM,1999,GenderInequality,0.628
6490,KHM,1999,GDP ,2173856256.0
6491,KHM,1999,Fertility,3.922
6492,KHM,2000,Deaths,36145.0
6493,KHM,2000,LifeExpectancy,58.6
6494,KHM,2000,GenderInequality,0.602
6495,KHM,2000,GDP ,2415062784.0
6496,KHM,2000,Fertility,3.7719
6497,KHM,2000,tertiary_education,0.23
6498,KHM,2001,Deaths,32522.0
6499,KHM,2001,LifeExpectancy,60.0
6500,KHM,2001,GenderInequality,0.599
6501,KHM,2001,GDP ,2764597248.0
6502,KHM,2001,Fertility,3.6519
6503,KHM,2002,Deaths,29045.0
6504,KHM,2002,LifeExpectancy,61.2
6505,KHM,2002,GenderInequality,0.595
6506,KHM,2002,GDP ,2858402048.0
6507,KHM,2002,Fertility,3.555
6508,KHM,2003,Deaths,26164.0
6509,KHM,2003,LifeExpectancy,62.5
6510,KHM,2003,GenderInequality,0.58
6511,KHM,2003,GDP ,2853045760.0
6512,KHM,2003,Fertility,3.4418
6513,KHM,2004,Deaths,23847.0
6514,KHM,2004,LifeExpectancy,63.6
6515,KHM,2004,GenderInequality,0.574
6516,KHM,2004,GDP ,2915417856.0
6517,KHM,2004,Fertility,3.3451
6518,KHM,2005,Deaths,22051.0
6519,KHM,2005,LifeExpectancy,64.3
6520,KHM,2005,GenderInequality,0.571
6521,KHM,2005,GDP ,3461162752.0
6522,KHM,2005,Fertility,3.244
6523,KHM,2005,tertiary_education,0.79
6524,KHM,2006,Deaths,20627.0
6525,KHM,2006,LifeExpectancy,65.1
6526,KHM,2006,GenderInequality,0.562
6527,KHM,2006,GDP ,3953648384.0
6528,KHM,2006,Fertility,3.1446
6529,KHM,2007,Deaths,19394.0
6530,KHM,2007,LifeExpectancy,65.7
6531,KHM,2007,GenderInequality,0.531
6532,KHM,2007,GDP ,4317648384.0
6533,KHM,2007,Fertility,3.084
6534,KHM,2008,Deaths,18203.0
6535,KHM,2008,LifeExpectancy,66.5
6536,KHM,2008,GenderInequality,0.531
6537,KHM,2008,GDP ,5631089152.0
6538,KHM,2008,Fertility,2.9691
6539,KHM,2009,Deaths,17020.0
6540,KHM,2009,LifeExpectancy,67.4
6541,KHM,2009,GenderInequality,0.513
6542,KHM,2009,GDP ,6677146112.0
6543,KHM,2009,Fertility,2.8713
6544,KHM,2010,Deaths,15831.0
6545,KHM,2010,LifeExpectancy,67.7
6546,KHM,2010,GenderInequality,0.51
6547,KHM,2010,GDP ,7275764224.0
6548,KHM,2010,Fertility,2.7736
6549,KHM,2010,tertiary_education,1.32
6550,KHM,2011,Deaths,14720.0
6551,KHM,2011,LifeExpectancy,68.4
6552,KHM,2011,GenderInequality,0.507
6553,KHM,2011,GDP ,8007442432.0
6554,KHM,2011,Fertility,2.7012
6555,KHM,2012,Deaths,13727.0
6556,KHM,2012,LifeExpectancy,68.9
6557,KHM,2012,GenderInequality,0.504
6558,KHM,2012,GDP ,8886956032.0
6559,KHM,2012,Fertility,2.6639
6560,KHM,2013,Deaths,12897.0
6561,KHM,2013,LifeExpectancy,69.3
6562,KHM,2013,GenderInequality,0.501
6563,KHM,2013,GDP ,9882526720.0
6564,KHM,2013,Fertility,2.6196
6565,KHM,2014,Deaths,12214.0
6566,KHM,2014,LifeExpectancy,69.7
6567,KHM,2014,GenderInequality,0.493
6568,KHM,2014,GDP ,10196383744.0
6569,KHM,2014,Fertility,2.5892
6570,KHM,2015,Deaths,11615.0
6571,KHM,2015,LifeExpectancy,69.9
6572,KHM,2015,GenderInequality,0.484
6573,KHM,2015,Fertility,2.5497
6574,KHM,2016,Deaths,11081.0
6575,KHM,2016,LifeExpectancy,70.2
6576,KHM,2016,GenderInequality,0.475
6577,KHM,2016,Fertility,2.512
6578,KHM,2017,Deaths,10586.0
6579,KHM,2017,LifeExpectancy,70.5
6580,KHM,2017,GenderInequality,0.47
6581,KHM,2017,Fertility,2.4732
6582,KHM,2018,Deaths,10092.0
6583,KHM,2018,LifeExpectancy,70.6
6584,KHM,2018,GenderInequality,0.466
6585,KHM,2018,Fertility,2.4348
6586,KHM,2019,Deaths,9660.0
6587,KHM,2019,LifeExpectancy,70.7
6588,KHM,2019,GenderInequality,0.464
6589,KHM,2019,Fertility,2.4019
6590,KHM,2020,Deaths,9263.0
6591,KHM,2020,LifeExpectancy,70.4
6592,KHM,2020,GenderInequality,0.466
6593,KHM,2020,Fertility,2.3814
6594,CMR,1960,Deaths,57886.0
6595,CMR,1960,LifeExpectancy,34.8
6596,CMR,1960,GDP ,220979024.0
6597,CMR,1960,Fertility,5.6468
6598,CMR,1961,Deaths,58118.0
6599,CMR,1961,LifeExpectancy,35.4
6600,CMR,1961,GDP ,234856288.0
6601,CMR,1961,Fertility,5.705
6602,CMR,1962,Deaths,58657.0
