,Code,Year,Indicator,Value
695,CIV,2005,tertiary_education,2.11
696,CIV,2010,Deaths,79512.0
697,CIV,2010,LifeExpectancy,55.0
698,CIV,2010,GenderInequality,0.66
699,CIV,2010,GDP ,16104728576.0
700,CIV,2010,Fertility,5.088
701,CIV,2010,tertiary_education,2.13
702,HRV,1995,Deaths,494.0
703,HRV,1995,LifeExpectancy,73.2
704,HRV,1995,GenderInequality,0.286
705,HRV,1995,GDP ,14186281984.0
706,HRV,1995,Fertility,1.6271
707,HRV,1995,tertiary_education,4.53
708,HRV,2000,Deaths,381.0
709,HRV,2000,LifeExpectancy,74.6
710,HRV,2000,GenderInequality,0.191
711,HRV,2000,GDP ,14391292928.0
712,HRV,2000,Fertility,1.4655
713,HRV,2000,tertiary_education,6.29
714,HRV,2005,Deaths,284.0
715,HRV,2005,LifeExpectancy,75.4
716,HRV,2005,GenderInequality,0.158
717,HRV,2005,GDP ,24978749440.0
718,HRV,2005,Fertility,1.4968
719,HRV,2005,tertiary_education,8.73
720,HRV,2010,Deaths,235.0
721,HRV,2010,LifeExpectancy,76.8
722,HRV,2010,GenderInequality,0.136
723,HRV,2010,GDP ,38624047104.0
724,HRV,2010,Fertility,1.5456
725,HRV,2010,tertiary_education,11.04
726,CUB,1990,Deaths,2386.0
727,CUB,1990,LifeExpectancy,74.0
728,CUB,1990,GenderInequality,0.439
729,CUB,1990,GDP ,16132451328.0
730,CUB,1990,Fertility,1.8041
731,CUB,1990,tertiary_education,4.4
732,CUB,1995,Deaths,1713.0
733,CUB,1995,LifeExpectancy,74.6
734,CUB,1995,GenderInequality,0.421
735,CUB,1995,GDP ,19281655808.0
736,CUB,1995,Fertility,1.4712
737,CUB,1995,tertiary_education,5.28
738,CUB,2000,Deaths,1303.0
739,CUB,2000,LifeExpectancy,76.2
740,CUB,2000,GenderInequality,0.369
741,CUB,2000,GDP ,20201488384.0
742,CUB,2000,Fertility,1.5808
743,CUB,2000,tertiary_education,5.59
744,CUB,2005,Deaths,977.0
745,CUB,2005,LifeExpectancy,77.0
746,CUB,2005,GenderInequality,0.328
747,CUB,2005,GDP ,23454224384.0
748,CUB,2005,Fertility,1.4684
749,CUB,2005,tertiary_education,8.32
750,CUB,2010,Deaths,800.0
751,CUB,2010,LifeExpectancy,77.7
752,CUB,2010,GenderInequality,0.333
753,CUB,2010,GDP ,41631862784.0
754,CUB,2010,Fertility,1.6925
755,CUB,2010,tertiary_education,13.32
756,CYP,1990,Deaths,164.0
757,CYP,1990,LifeExpectancy,73.5
758,CYP,1990,GenderInequality,0.361
759,CYP,1990,GDP ,3148795904.0
760,CYP,1990,Fertility,2.4055
761,CYP,1990,tertiary_education,11.57
762,CYP,1995,Deaths,128.0
763,CYP,1995,LifeExpectancy,75.1
764,CYP,1995,GenderInequality,0.316
765,CYP,1995,GDP ,6282732544.0
766,CYP,1995,Fertility,2.0326
767,CYP,1995,tertiary_education,14.6
768,CYP,2000,Deaths,82.0
769,CYP,2000,LifeExpectancy,76.6
770,CYP,2000,GenderInequality,0.239
771,CYP,2000,GDP ,6562802176.0
772,CYP,2000,Fertility,1.6368
773,CYP,2000,tertiary_education,15.89
774,CYP,2005,Deaths,54.0
775,CYP,2005,LifeExpectancy,78.1
776,CYP,2005,GenderInequality,0.142
777,CYP,2005,GDP ,10048467968.0
778,CYP,2005,Fertility,1.4798
779,CYP,2005,tertiary_education,14.51
780,CYP,2010,Deaths,43.0
781,CYP,2010,LifeExpectancy,79.7
782,CYP,2010,GenderInequality,0.13
783,CYP,2010,GDP ,16339603456.0
784,CYP,2010,Fertility,1.438
785,CYP,2010,tertiary_education,20.75
786,COD,2005,Deaths,325913.0
787,COD,2005,LifeExpectancy,53.9
788,COD,2005,GenderInequality,0.65
789,COD,2005,GDP ,6580442624.0
790,COD,2005,Fertility,6.5967
791,COD,2005,tertiary_education,0.5
792,COD,2010,Deaths,316388.0
793,COD,2010,LifeExpectancy,56.4
794,COD,2010,GenderInequality,0.656
795,COD,2010,GDP ,13282238464.0
796,COD,2010,Fertility,6.5868
797,COD,2010,tertiary_education,0.46
798,DNK,1990,Deaths,544.0
799,DNK,1990,LifeExpectancy,74.9
800,DNK,1990,GenderInequality,0.09
801,DNK,1990,GDP ,77771849728.0
802,DNK,1990,Fertility,1.6656
803,DNK,1990,tertiary_education,8.48
804,DNK,1995,Deaths,436.0
805,DNK,1995,LifeExpectancy,75.3
806,DNK,1995,GenderInequality,0.093
807,DNK,1995,GDP ,117232992256.0
808,DNK,1995,Fertility,1.8007
809,DNK,1995,tertiary_education,10.37
810,DNK,2000,Deaths,376.0
811,DNK,2000,LifeExpectancy,76.8
812,DNK,2000,GenderInequality,0.075
813,DNK,2000,GDP ,108497641472.0
814,DNK,2000,Fertility,1.7661
815,DNK,2000,tertiary_education,12.31
816,DNK,2005,Deaths,323.0
817,DNK,2005,LifeExpectancy,78.2
818,DNK,2005,GenderInequality,0.055
819,DNK,2005,GDP ,145507205120.0
820,DNK,2005,Fertility,1.7996
821,DNK,2005,tertiary_education,14.53
822,DNK,2010,Deaths,255.0
823,DNK,2010,LifeExpectancy,79.2
824,DNK,2010,GenderInequality,0.049
825,DNK,2010,GDP ,206974959616.0
826,DNK,2010,Fertility,1.8602
827,DNK,2010,tertiary_education,14.98
828,DOM,1990,Deaths,12404.0
829,DOM,1990,LifeExpectancy,67.1
830,DOM,1990,GenderInequality,0.58
831,DOM,1990,GDP ,3983730944.0
832,DOM,1990,Fertility,3.4109
833,DOM,1990,tertiary_education,2.01
834,DOM,1995,Deaths,10157.0
835,DOM,1995,LifeExpectancy,69.0
836,DOM,1995,GenderInequality,0.557
837,DOM,1995,GDP ,10365855744.0
838,DOM,1995,Fertility,3.1009
839,DOM,1995,tertiary_education,2.38
840,DOM,2000,Deaths,8370.0
841,DOM,2000,LifeExpectancy,69.4
842,DOM,2000,GenderInequality,0.504
843,DOM,2000,GDP ,15859766272.0
844,DOM,2000,Fertility,2.8587
845,DOM,2000,tertiary_education,2.78
846,DOM,2005,Deaths,7542.0
847,DOM,2005,LifeExpectancy,70.9
848,DOM,2005,GenderInequality,0.494
849,DOM,2005,GDP ,18702176256.0
850,DOM,2005,Fertility,2.6046
851,DOM,2005,tertiary_education,2.55
852,DOM,2010,Deaths,7259.0
853,DOM,2010,LifeExpectancy,72.1
854,DOM,2010,GenderInequality,0.491
855,DOM,2010,GDP ,34859962368.0
856,DOM,2010,Fertility,2.5385
857,DOM,2010,tertiary_education,2.06
858,ECU,1990,Deaths,16301.0
859,ECU,1990,LifeExpectancy,69.3
860,ECU,1990,GenderInequality,0.61
861,ECU,1990,GDP ,8582411264.0
862,ECU,1990,Fertility,3.7444
863,ECU,1990,tertiary_education,5.83
864,ECU,1995,Deaths,12830.0
865,ECU,1995,LifeExpectancy,71.0
866,ECU,1995,GenderInequality,0.594
867,ECU,1995,GDP ,15482336256.0
868,ECU,1995,Fertility,3.4026
869,ECU,1995,tertiary_education,6.23
870,ECU,2000,Deaths,9499.0
871,ECU,2000,LifeExpectancy,72.8
872,ECU,2000,GenderInequality,0.505
873,ECU,2000,GDP ,12113387520.0
874,ECU,2000,Fertility,3.1019
875,ECU,2000,tertiary_education,6.98
876,ECU,2005,Deaths,7461.0
877,ECU,2005,LifeExpectancy,74.5
878,ECU,2005,GenderInequality,0.479
879,ECU,2005,GDP ,22828814336.0
880,ECU,2005,Fertility,2.7998
881,ECU,2005,tertiary_education,6.16
882,ECU,2010,Deaths,6082.0
883,ECU,2010,LifeExpectancy,75.4
884,ECU,2010,GenderInequality,0.432
885,ECU,2010,GDP ,45014769664.0
886,ECU,2010,Fertility,2.6148
887,ECU,2010,tertiary_education,5.19
888,EGY,1990,Deaths,158470.0
889,EGY,1990,LifeExpectancy,64.1
890,EGY,1990,GenderInequality,0.665
891,EGY,1990,GDP ,24290058240.0
892,EGY,1990,Fertility,4.484
893,EGY,1990,tertiary_education,1.87
894,EGY,1995,Deaths,114805.0
895,EGY,1995,LifeExpectancy,66.3
896,EGY,1995,GenderInequality,0.635
897,EGY,1995,GDP ,38120988672.0
898,EGY,1995,Fertility,3.8444
899,EGY,1995,tertiary_education,2.18
900,EGY,2000,Deaths,82509.0
901,EGY,2000,LifeExpectancy,68.0
902,EGY,2000,GenderInequality,0.617
903,EGY,2000,GDP ,65986387968.0
904,EGY,2000,Fertility,3.4424
905,EGY,2000,tertiary_education,4.19
906,EGY,2005,Deaths,65789.0
907,EGY,2005,LifeExpectancy,68.8
908,EGY,2005,GenderInequality,0.575
909,EGY,2005,GDP ,49326968832.0
910,EGY,2005,Fertility,3.1507
911,EGY,2005,tertiary_education,5.29
912,EGY,2010,Deaths,62544.0
913,EGY,2010,LifeExpectancy,69.7
914,EGY,2010,GenderInequality,0.557
915,EGY,2010,GDP ,141659930624.0
916,EGY,2010,Fertility,3.2127
917,EGY,2010,tertiary_education,6.65
918,SLV,1990,Deaths,9826.0
919,SLV,1990,LifeExpectancy,62.6
920,SLV,1990,GenderInequality,0.54
921,SLV,1990,GDP ,2703756544.0
922,SLV,1990,Fertility,3.9468
923,SLV,1990,tertiary_education,4.4
924,SLV,1995,Deaths,7314.0
925,SLV,1995,LifeExpectancy,66.3
926,SLV,1995,GenderInequality,0.527
927,SLV,1995,GDP ,6020163072.0
928,SLV,1995,Fertility,3.5769
929,SLV,1995,tertiary_education,5.65
930,SLV,2000,Deaths,4958.0
931,SLV,2000,LifeExpectancy,69.9
932,SLV,2000,GenderInequality,0.529
933,SLV,2000,GDP ,8680733696.0
934,SLV,2000,Fertility,3.1397
935,SLV,2000,tertiary_education,6.54
936,SLV,2005,Deaths,3293.0
937,SLV,2005,LifeExpectancy,70.4
938,SLV,2005,GenderInequality,0.494
939,SLV,2005,GDP ,9401555968.0
940,SLV,2005,Fertility,2.4553
941,SLV,2005,tertiary_education,6.39
942,SLV,2010,Deaths,2370.0
943,SLV,2010,LifeExpectancy,71.8
944,SLV,2010,GenderInequality,0.424
945,SLV,2010,GDP ,13861473280.0
946,SLV,2010,Fertility,2.2394
947,SLV,2010,tertiary_education,3.92
948,EST,1995,Deaths,240.0
949,EST,1995,LifeExpectancy,68.7
950,EST,1995,GenderInequality,0.374
951,EST,1995,GDP ,2771447552.0
952,EST,1995,Fertility,1.379
953,EST,1995,tertiary_education,11.41
954,EST,2000,Deaths,140.0
955,EST,2000,LifeExpectancy,71.3
956,EST,2000,GenderInequality,0.279
957,EST,2000,GDP ,3757903872.0
958,EST,2000,Fertility,1.3491
959,EST,2000,tertiary_education,15.0
960,EST,2005,Deaths,101.0
961,EST,2005,LifeExpectancy,73.2
962,EST,2005,GenderInequality,0.225
963,EST,2005,GDP ,7703323136.0
964,EST,2005,Fertility,1.517
965,EST,2005,tertiary_education,16.58
966,EST,2010,Deaths,69.0
967,EST,2010,LifeExpectancy,75.7
968,EST,2010,GenderInequality,0.166
969,EST,2010,GDP ,12616536064.0
970,EST,2010,Fertility,1.7135
971,EST,2010,tertiary_education,18.87
972,SWZ,1990,Deaths,2127.0
973,SWZ,1990,LifeExpectancy,63.1
974,SWZ,1990,GenderInequality,0.627
975,SWZ,1990,GDP ,627770112.0
976,SWZ,1990,Fertility,5.2502
977,SWZ,1990,tertiary_education,1.62
978,SWZ,1995,Deaths,2697.0
979,SWZ,1995,LifeExpectancy,56.1
980,SWZ,1995,GenderInequality,0.616
981,SWZ,1995,GDP ,1076590848.0
982,SWZ,1995,Fertility,4.4867
983,SWZ,1995,tertiary_education,1.35
984,SWZ,2000,Deaths,3606.0
985,SWZ,2000,LifeExpectancy,47.3
986,SWZ,2000,GenderInequality,0.63
987,SWZ,2000,GDP ,1007586880.0
988,SWZ,2000,Fertility,3.9957
989,SWZ,2000,tertiary_education,0.94
990,SWZ,2005,Deaths,3889.0
991,SWZ,2005,LifeExpectancy,42.1
992,SWZ,2005,GenderInequality,0.587
993,SWZ,2005,GDP ,1421243904.0
994,SWZ,2005,Fertility,3.6819
995,SWZ,2005,tertiary_education,0.02
996,SWZ,2010,Deaths,2772.0
997,SWZ,2010,LifeExpectancy,46.6
998,SWZ,2010,GenderInequality,0.552
999,SWZ,2010,GDP ,2283102976.0
1000,SWZ,2010,Fertility,3.3561
1001,SWZ,2010,tertiary_education,1.64
1002,FJI,1990,Deaths,618.0
1003,FJI,1990,LifeExpectancy,65.5
1004,FJI,1990,GenderInequality,0.526
1005,FJI,1990,GDP ,752981568.0
1006,FJI,1990,Fertility,3.4143
1007,FJI,1990,tertiary_education,3.65
1008,FJI,1995,Deaths,510.0
1009,FJI,1995,LifeExpectancy,66.3
1010,FJI,1995,GenderInequality,0.495
1011,FJI,1995,GDP ,1248546304.0
1012,FJI,1995,Fertility,3.2674
1013,FJI,1995,tertiary_education,4.82
1014,FJI,2000,Deaths,449.0
1015,FJI,2000,LifeExpectancy,66.3
1016,FJI,2000,GenderInequality,0.412
1017,FJI,2000,GDP ,1113080320.0
1018,FJI,2000,Fertility,3.0264
1019,FJI,2000,tertiary_education,5.75
1020,FJI,2005,Deaths,445.0
1021,FJI,2005,LifeExpectancy,66.6
1022,FJI,2005,GenderInequality,0.435
1023,FJI,2005,GDP ,1653692800.0
1024,FJI,2005,Fertility,2.8849
1025,FJI,2005,tertiary_education,6.37
1026,FJI,2010,Deaths,448.0
1027,FJI,2010,LifeExpectancy,67.3
1028,FJI,2010,GenderInequality,0.401
1029,FJI,2010,GDP ,2032471424.0
1030,FJI,2010,Fertility,2.7465
1031,FJI,2010,tertiary_education,7.03
1032,FIN,1990,Deaths,427.0
1033,FIN,1990,LifeExpectancy,75.0
1034,FIN,1990,GenderInequality,0.108
1035,FIN,1990,GDP ,79699484672.0
1036,FIN,1990,Fertility,1.7785
1037,FIN,1990,tertiary_education,5.67
1038,FIN,1995,Deaths,327.0
1039,FIN,1995,LifeExpectancy,76.6
1040,FIN,1995,GenderInequality,0.092
1041,FIN,1995,GDP ,85037834240.0
1042,FIN,1995,Fertility,1.8066
1043,FIN,1995,tertiary_education,9.49
1044,FIN,2000,Deaths,249.0
1045,FIN,2000,LifeExpectancy,77.7
1046,FIN,2000,GenderInequality,0.084
1047,FIN,2000,GDP ,82973204480.0
1048,FIN,2000,Fertility,1.7281
1049,FIN,2000,tertiary_education,10.88
1050,FIN,2005,Deaths,217.0
1051,FIN,2005,LifeExpectancy,79.0
1052,FIN,2005,GenderInequality,0.083
1053,FIN,2005,GDP ,112439394304.0
1054,FIN,2005,Fertility,1.7976
1055,FIN,2005,tertiary_education,11.7
1056,FIN,2010,Deaths,180.0
1057,FIN,2010,LifeExpectancy,80.0
1058,FIN,2010,GenderInequality,0.07
1059,FIN,2010,GDP ,160380387328.0
1060,FIN,2010,Fertility,1.8638
1061,FIN,2010,tertiary_education,12.35
1062,FRA,1990,Deaths,6770.0
1063,FRA,1990,LifeExpectancy,76.8
1064,FRA,1990,GenderInequality,0.229
1065,FRA,1990,GDP ,718219902976.0
1066,FRA,1990,Fertility,1.7817
1067,FRA,1990,tertiary_education,5.81
1068,FRA,1995,Deaths,4756.0
1069,FRA,1995,LifeExpectancy,77.9
1070,FRA,1995,GenderInequality,0.197
1071,FRA,1995,GDP ,1020137177088.0
1072,FRA,1995,Fertility,1.7085
1073,FRA,1995,tertiary_education,7.2
1074,FRA,2000,Deaths,4039.0
1075,FRA,2000,LifeExpectancy,79.0
1076,FRA,2000,GenderInequality,0.195
1077,FRA,2000,GDP ,904443330560.0
1078,FRA,2000,Fertility,1.8762
1079,FRA,2000,tertiary_education,8.44
1080,FRA,2005,Deaths,3603.0
1081,FRA,2005,LifeExpectancy,80.3
1082,FRA,2005,GenderInequality,0.157
1083,FRA,2005,GDP ,1212018851840.0
1084,FRA,2005,Fertility,1.9159
1085,FRA,2005,tertiary_education,8.71
1086,FRA,2010,Deaths,3352.0
1087,FRA,2010,LifeExpectancy,81.4
1088,FRA,2010,GenderInequality,0.129
1089,FRA,2010,GDP ,1713079320576.0
1090,FRA,2010,Fertility,2.0176
1091,FRA,2010,tertiary_education,10.6
1092,GAB,1990,Deaths,3176.0
1093,GAB,1990,LifeExpectancy,60.3
1094,GAB,1990,GenderInequality,0.643
1095,GAB,1990,GDP ,3352195072.0
1096,GAB,1990,Fertility,5.4587
1097,GAB,1990,tertiary_education,4.1
1098,GAB,1995,Deaths,3300.0
1099,GAB,1995,LifeExpectancy,60.7
1100,GAB,1995,GenderInequality,0.639
1101,GAB,1995,GDP ,3142262016.0
1102,GAB,1995,Fertility,4.8843
1103,GAB,1995,tertiary_education,5.06
1104,GAB,2000,Deaths,3317.0
1105,GAB,2000,LifeExpectancy,61.1
1106,GAB,2000,GenderInequality,0.625
1107,GAB,2000,GDP ,3349509120.0
1108,GAB,2000,Fertility,4.4692
1109,GAB,2000,tertiary_education,5.54
1110,GAB,2005,Deaths,3232.0
1111,GAB,2005,LifeExpectancy,62.0
1112,GAB,2005,GenderInequality,0.605
1113,GAB,2005,GDP ,5202367488.0
1114,GAB,2005,Fertility,4.2097
1115,GAB,2005,tertiary_education,5.73
1116,GAB,2010,Deaths,3189.0
1117,GAB,2010,LifeExpectancy,63.9
1118,GAB,2010,GenderInequality,0.576
1119,GAB,2010,GDP ,9292574720.0
1120,GAB,2010,Fertility,4.1532
1121,GAB,2010,tertiary_education,6.3
1122,GMB,1990,Deaths,6831.0
1123,GMB,1990,LifeExpectancy,51.3
1124,GMB,1990,GenderInequality,0.777
1125,GMB,1990,GDP ,178574048.0
1126,GMB,1990,Fertility,6.2178
1127,GMB,1990,tertiary_education,0.77
1128,GMB,1995,Deaths,6697.0
1129,GMB,1995,LifeExpectancy,55.5
1130,GMB,1995,GenderInequality,0.77
1131,GMB,1995,GDP ,498061152.0
1132,GMB,1995,Fertility,6.0081
1133,GMB,1995,tertiary_education,1.01
1134,GMB,2000,Deaths,6125.0
1135,GMB,2000,LifeExpectancy,56.9
1136,GMB,2000,GenderInequality,0.753
1137,GMB,2000,GDP ,517453056.0
1138,GMB,2000,Fertility,5.8013
1139,GMB,2000,tertiary_education,1.02
1140,GMB,2005,Deaths,5596.0
1141,GMB,2005,LifeExpectancy,58.4
1142,GMB,2005,GenderInequality,0.653
1143,GMB,2005,GDP ,343294848.0
1144,GMB,2005,Fertility,5.7191
1145,GMB,2005,tertiary_education,0.94
1146,GMB,2010,Deaths,5177.0
1147,GMB,2010,LifeExpectancy,60.7
1148,GMB,2010,GenderInequality,0.659
1149,GMB,2010,GDP ,616392064.0
1150,GMB,2010,Fertility,5.6686
1151,GMB,2010,tertiary_education,0.91
1152,DEU,1995,Deaths,5103.0
1153,DEU,1995,LifeExpectancy,76.6
1154,DEU,1995,GenderInequality,0.14
1155,DEU,1995,GDP ,1642226778112.0
1156,DEU,1995,Fertility,1.2495
1157,DEU,1995,tertiary_education,9.32
1158,DEU,2000,Deaths,4053.0
1159,DEU,2000,LifeExpectancy,78.1
1160,DEU,2000,GenderInequality,0.133
1161,DEU,2000,GDP ,1288784969728.0
1162,DEU,2000,Fertility,1.38
1163,DEU,2000,tertiary_education,10.48
1164,DEU,2005,Deaths,3314.0
1165,DEU,2005,LifeExpectancy,79.3
1166,DEU,2005,GenderInequality,0.108
1167,DEU,2005,GDP ,1573769838592.0
1168,DEU,2005,Fertility,1.3408
1169,DEU,2005,tertiary_education,10.89
1170,DEU,2010,Deaths,2822.0
1171,DEU,2010,LifeExpectancy,80.1
1172,DEU,2010,GenderInequality,0.096
1173,DEU,2010,GDP ,2211603546112.0
1174,DEU,2010,Fertility,1.3921
1175,DEU,2010,tertiary_education,13.14
1176,GHA,1990,Deaths,72685.0
1177,GHA,1990,LifeExpectancy,55.6
1178,GHA,1990,GenderInequality,0.646
1179,GHA,1990,GDP ,3316647936.0
1180,GHA,1990,Fertility,5.7119
1181,GHA,1990,tertiary_education,1.14
1182,GHA,1995,Deaths,71055.0
1183,GHA,1995,LifeExpectancy,56.6
1184,GHA,1995,GenderInequality,0.625
1185,GHA,1995,GDP ,4096750848.0
1186,GHA,1995,Fertility,5.067
1187,GHA,1995,tertiary_education,1.39
1188,GHA,2000,Deaths,66852.0
1189,GHA,2000,LifeExpectancy,58.2
1190,GHA,2000,GenderInequality,0.604
1191,GHA,2000,GDP ,3293435392.0
1192,GHA,2000,Fertility,4.8545
1193,GHA,2000,tertiary_education,1.84
1194,GHA,2005,Deaths,59481.0
1195,GHA,2005,LifeExpectancy,59.8
1196,GHA,2005,GenderInequality,0.573
1197,GHA,2005,GDP ,5902376960.0
1198,GHA,2005,Fertility,4.538
1199,GHA,2005,tertiary_education,1.66
1200,GHA,2010,Deaths,53884.0
1201,GHA,2010,LifeExpectancy,61.2
1202,GHA,2010,GenderInequality,0.573
1203,GHA,2010,GDP ,20822837248.0
1204,GHA,2010,Fertility,4.2064
1205,GHA,2010,tertiary_education,1.44
1206,GRC,1990,Deaths,1127.0
1207,GRC,1990,LifeExpectancy,77.3
1208,GRC,1990,GenderInequality,0.299
1209,GRC,1990,GDP ,55130009600.0
1210,GRC,1990,Fertility,1.486
1211,GRC,1990,tertiary_education,11.33
1212,GRC,1995,Deaths,903.0
1213,GRC,1995,LifeExpectancy,77.8
1214,GRC,1995,GenderInequality,0.262
1215,GRC,1995,GDP ,86735437824.0
1216,GRC,1995,Fertility,1.3908
1217,GRC,1995,tertiary_education,12.76
1218,GRC,2000,Deaths,685.0
1219,GRC,2000,LifeExpectancy,78.4
1220,GRC,2000,GenderInequality,0.205
1221,GRC,2000,GDP ,86009487360.0
1222,GRC,2000,Fertility,1.3282
1223,GRC,2000,tertiary_education,12.22
1224,GRC,2005,Deaths,506.0
1225,GRC,2005,LifeExpectancy,79.6
1226,GRC,2005,GenderInequality,0.178
1227,GRC,2005,GDP ,136280145920.0
1228,GRC,2005,Fertility,1.3495
1229,GRC,2005,tertiary_education,19.3
1230,GRC,2010,Deaths,422.0
1231,GRC,2010,LifeExpectancy,80.5
1232,GRC,2010,GenderInequality,0.152
1233,GRC,2010,GDP ,193752055808.0
1234,GRC,2010,Fertility,1.4449
1235,GRC,2010,tertiary_education,22.5
1236,GTM,1990,Deaths,28323.0
1237,GTM,1990,LifeExpectancy,62.5
1238,GTM,1990,GenderInequality,0.592
1239,GTM,1990,GDP ,4308375040.0
1240,GTM,1990,Fertility,5.4803
1241,GTM,1990,tertiary_education,1.53
1242,GTM,1995,Deaths,24696.0
1243,GTM,1995,LifeExpectancy,64.2
1244,GTM,1995,GenderInequality,0.577
1245,GTM,1995,GDP ,9287619584.0
1246,GTM,1995,Fertility,5.1051
1247,GTM,1995,tertiary_education,1.69
1248,GTM,2000,Deaths,21218.0
1249,GTM,2000,LifeExpectancy,67.4
1250,GTM,2000,GenderInequality,0.584
1251,GTM,2000,GDP ,12749732864.0
1252,GTM,2000,Fertility,4.5825
1253,GTM,2000,tertiary_education,1.74
1254,GTM,2005,Deaths,17537.0
1255,GTM,2005,LifeExpectancy,69.2
1256,GTM,2005,GenderInequality,0.576
1257,GTM,2005,GDP ,14966202368.0
1258,GTM,2005,Fertility,3.9743
1259,GTM,2005,tertiary_education,1.54
1260,GTM,2010,Deaths,14055.0
1261,GTM,2010,LifeExpectancy,70.9
1262,GTM,2010,GenderInequality,0.549
1263,GTM,2010,GDP ,26753091584.0
1264,GTM,2010,Fertility,3.3752
1265,GTM,2010,tertiary_education,0.0
1266,GUY,2000,Deaths,909.0
1267,GUY,2000,LifeExpectancy,64.5
1268,GUY,2000,GenderInequality,0.561
1269,GUY,2000,GDP ,471024320.0
1270,GUY,2000,Fertility,3.0169
1271,GUY,2000,tertiary_education,0.06
1272,GUY,2005,Deaths,714.0
1273,GUY,2005,LifeExpectancy,65.1
1274,GUY,2005,GenderInequality,0.526
1275,GUY,2005,GDP ,453682656.0
1276,GUY,2005,Fertility,2.8398
1277,GUY,2005,tertiary_education,0.15
1278,GUY,2010,Deaths,597.0
1279,GUY,2010,LifeExpectancy,66.7
1280,GUY,2010,GenderInequality,0.496
1281,GUY,2010,GDP ,1462163968.0
1282,GUY,2010,Fertility,2.6552
1283,GUY,2010,tertiary_education,0.24
1284,HTI,2005,Deaths,24085.0
1285,HTI,2005,LifeExpectancy,60.4
1286,HTI,2005,GenderInequality,0.593
1287,HTI,2005,GDP ,2370688256.0
1288,HTI,2005,Fertility,3.8331
1289,HTI,2005,tertiary_education,0.6
1290,HTI,2010,Deaths,57754.0
1291,HTI,2010,LifeExpectancy,46.0
1292,HTI,2010,GenderInequality,0.625
1293,HTI,2010,GDP ,4285969664.0
1294,HTI,2010,Fertility,3.4697
1295,HTI,2010,tertiary_education,0.67
1296,HND,2000,Deaths,8139.0
1297,HND,2000,LifeExpectancy,68.7
1298,HND,2000,GenderInequality,0.534
1299,HND,2000,GDP ,4696273920.0
1300,HND,2000,Fertility,4.237
1301,HND,2000,tertiary_education,2.39
1302,HND,2005,Deaths,6367.0
1303,HND,2005,LifeExpectancy,70.1
1304,HND,2005,GenderInequality,0.47
1305,HND,2005,GDP ,5319600128.0
1306,HND,2005,Fertility,3.5453
1307,HND,2005,tertiary_education,2.46
1308,HND,2010,Deaths,4874.0
1309,HND,2010,LifeExpectancy,71.1
1310,HND,2010,GenderInequality,0.469
1311,HND,2010,GDP ,10250891264.0
1312,HND,2010,Fertility,2.957
1313,HND,2010,tertiary_education,1.93
1314,HUN,1990,Deaths,2146.0
1315,HUN,1990,LifeExpectancy,69.4
1316,HUN,1990,GenderInequality,0.339
1317,HUN,1990,GDP ,18616068096.0
1318,HUN,1990,Fertility,1.8635
1319,HUN,1990,tertiary_education,7.48
1320,HUN,1995,Deaths,1415.0
1321,HUN,1995,LifeExpectancy,70.0
1322,HUN,1995,GenderInequality,0.314
1323,HUN,1995,GDP ,29274834944.0
1324,HUN,1995,Fertility,1.5664
1325,HUN,1995,tertiary_education,8.52
1326,HUN,2000,Deaths,988.0
1327,HUN,2000,LifeExpectancy,71.8
1328,HUN,2000,GenderInequality,0.291
1329,HUN,2000,GDP ,31176030208.0
1330,HUN,2000,Fertility,1.316
1331,HUN,2000,tertiary_education,9.36
1332,HUN,2005,Deaths,718.0
1333,HUN,2005,LifeExpectancy,72.9
1334,HUN,2005,GenderInequality,0.262
1335,HUN,2005,GDP ,61891772416.0
1336,HUN,2005,Fertility,1.3066
1337,HUN,2005,tertiary_education,12.57
1338,HUN,2010,Deaths,559.0
1339,HUN,2010,LifeExpectancy,74.5
1340,HUN,2010,GenderInequality,0.24
1341,HUN,2010,GDP ,84193943552.0
1342,HUN,2010,Fertility,1.2543
1343,HUN,2010,tertiary_education,15.38
1344,ISL,1990,Deaths,28.0
1345,ISL,1990,LifeExpectancy,78.2
1346,ISL,1990,GenderInequality,0.187
1347,ISL,1990,GDP ,3672783872.0
1348,ISL,1990,Fertility,2.2939
1349,ISL,1990,tertiary_education,6.94
1350,ISL,1995,Deaths,23.0
1351,ISL,1995,LifeExpectancy,78.2
1352,ISL,1995,GenderInequality,0.157
1353,ISL,1995,GDP ,4550868992.0
1354,ISL,1995,Fertility,2.0835
1355,ISL,1995,tertiary_education,8.54
1356,ISL,2000,Deaths,17.0
1357,ISL,2000,LifeExpectancy,79.9
1358,ISL,2000,GenderInequality,0.141
1359,ISL,2000,GDP ,5898634240.0
1360,ISL,2000,Fertility,2.0705
1361,ISL,2000,tertiary_education,10.71
1362,ISL,2005,Deaths,14.0
1363,ISL,2005,LifeExpectancy,81.2
1364,ISL,2005,GenderInequality,0.107
1365,ISL,2005,GDP ,9212086272.0
1366,ISL,2005,Fertility,2.045
1367,ISL,2005,tertiary_education,14.08
1368,ISL,2010,Deaths,12.0
1369,ISL,2010,LifeExpectancy,81.7
1370,ISL,2010,GenderInequality,0.093
1371,ISL,2010,GDP ,8566635520.0
1372,ISL,2010,Fertility,2.1904
1373,ISL,2010,tertiary_education,17.89
